20200829111211,10.0.0.2,52796,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20200829111212,10.0.0.2,52796,10.0.0.1,5001,3,29.0-30.0,1310720,10485760
20200829111213,10.0.0.2,52796,10.0.0.1,5001,3,30.0-31.0,1179648,9437184
20200829111214,10.0.0.2,52796,10.0.0.1,5001,3,31.0-32.0,1179648,9437184
20200829111215,10.0.0.2,52796,10.0.0.1,5001,3,32.0-33.0,917504,7340032
20200829111216,10.0.0.2,52796,10.0.0.1,5001,3,33.0-34.0,1310720,10485760
20200829111217,10.0.0.2,52796,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20200829111218,10.0.0.2,52796,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20200829111219,10.0.0.2,52796,10.0.0.1,5001,3,36.0-37.0,1179648,9437184
20200829111220,10.0.0.2,52796,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20200829111221,10.0.0.2,52796,10.0.0.1,5001,3,38.0-39.0,1048576,8388608
20200829111222,10.0.0.2,52796,10.0.0.1,5001,3,39.0-40.0,1179648,9437184
20200829111223,10.0.0.2,52796,10.0.0.1,5001,3,40.0-41.0,1310720,10485760
20200829111224,10.0.0.2,52796,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20200829111225,10.0.0.2,52796,10.0.0.1,5001,3,42.0-43.0,1048576,8388608
20200829111226,10.0.0.2,52796,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20200829111227,10.0.0.2,52796,10.0.0.1,5001,3,44.0-45.0,1179648,9437184
20200829111228,10.0.0.2,52796,10.0.0.1,5001,3,45.0-46.0,1310720,10485760
20200829111229,10.0.0.2,52796,10.0.0.1,5001,3,46.0-47.0,1048576,8388608
20200829111230,10.0.0.2,52796,10.0.0.1,5001,3,47.0-48.0,1179648,9437184
20200829111231,10.0.0.2,52796,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20200829111232,10.0.0.2,52796,10.0.0.1,5001,3,49.0-50.0,1048576,8388608
20200829111233,10.0.0.2,52796,10.0.0.1,5001,3,50.0-51.0,1310720,10485760
20200829111234,10.0.0.2,52796,10.0.0.1,5001,3,51.0-52.0,1179648,9437184
20200829111235,10.0.0.2,52796,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20200829111236,10.0.0.2,52796,10.0.0.1,5001,3,53.0-54.0,1048576,8388608
20200829111237,10.0.0.2,52796,10.0.0.1,5001,3,54.0-55.0,1310720,10485760
20200829111238,10.0.0.2,52796,10.0.0.1,5001,3,55.0-56.0,1179648,9437184
20200829111239,10.0.0.2,52796,10.0.0.1,5001,3,56.0-57.0,1048576,8388608
20200829111240,10.0.0.2,52796,10.0.0.1,5001,3,57.0-58.0,1179648,9437184
20200829111241,10.0.0.2,52796,10.0.0.1,5001,3,58.0-59.0,1310720,10485760
20200829111242,10.0.0.2,52796,10.0.0.1,5001,3,59.0-60.0,1048576,8388608
20200829111242,10.0.0.2,52796,10.0.0.1,5001,3,0.0-60.2,70909952,9425676
