20200830185906,10.0.0.2,43258,10.0.0.1,5001,3,25.0-26.0,5898240,47185920
20200830185907,10.0.0.2,43258,10.0.0.1,5001,3,26.0-27.0,5898240,47185920
20200830185908,10.0.0.2,43258,10.0.0.1,5001,3,27.0-28.0,5242880,41943040
20200830185909,10.0.0.2,43258,10.0.0.1,5001,3,28.0-29.0,5898240,47185920
20200830185910,10.0.0.2,43258,10.0.0.1,5001,3,29.0-30.0,5898240,47185920
20200830185911,10.0.0.2,43258,10.0.0.1,5001,3,30.0-31.0,5767168,46137344
20200830185912,10.0.0.2,43258,10.0.0.1,5001,3,31.0-32.0,5898240,47185920
20200830185913,10.0.0.2,43258,10.0.0.1,5001,3,32.0-33.0,5767168,46137344
20200830185914,10.0.0.2,43258,10.0.0.1,5001,3,33.0-34.0,5898240,47185920
20200830185915,10.0.0.2,43258,10.0.0.1,5001,3,34.0-35.0,5898240,47185920
20200830185916,10.0.0.2,43258,10.0.0.1,5001,3,35.0-36.0,5242880,41943040
20200830185917,10.0.0.2,43258,10.0.0.1,5001,3,36.0-37.0,5898240,47185920
20200830185918,10.0.0.2,43258,10.0.0.1,5001,3,37.0-38.0,5898240,47185920
20200830185919,10.0.0.2,43258,10.0.0.1,5001,3,38.0-39.0,5767168,46137344
20200830185920,10.0.0.2,43258,10.0.0.1,5001,3,39.0-40.0,5898240,47185920
20200830185921,10.0.0.2,43258,10.0.0.1,5001,3,40.0-41.0,5767168,46137344
20200830185922,10.0.0.2,43258,10.0.0.1,5001,3,41.0-42.0,5898240,47185920
20200830185923,10.0.0.2,43258,10.0.0.1,5001,3,42.0-43.0,5898240,47185920
20200830185924,10.0.0.2,43258,10.0.0.1,5001,3,43.0-44.0,5898240,47185920
20200830185925,10.0.0.2,43258,10.0.0.1,5001,3,44.0-45.0,5373952,42991616
20200830185926,10.0.0.2,43258,10.0.0.1,5001,3,45.0-46.0,5767168,46137344
20200830185927,10.0.0.2,43258,10.0.0.1,5001,3,46.0-47.0,5898240,47185920
20200830185928,10.0.0.2,43258,10.0.0.1,5001,3,47.0-48.0,5242880,41943040
20200830185929,10.0.0.2,43258,10.0.0.1,5001,3,48.0-49.0,5898240,47185920
20200830185930,10.0.0.2,43258,10.0.0.1,5001,3,49.0-50.0,5898240,47185920
20200830185931,10.0.0.2,43258,10.0.0.1,5001,3,50.0-51.0,5767168,46137344
20200830185932,10.0.0.2,43258,10.0.0.1,5001,3,51.0-52.0,5373952,42991616
20200830185933,10.0.0.2,43258,10.0.0.1,5001,3,52.0-53.0,5898240,47185920
20200830185934,10.0.0.2,43258,10.0.0.1,5001,3,53.0-54.0,5767168,46137344
20200830185935,10.0.0.2,43258,10.0.0.1,5001,3,54.0-55.0,5898240,47185920
20200830185936,10.0.0.2,43258,10.0.0.1,5001,3,55.0-56.0,5898240,47185920
20200830185937,10.0.0.2,43258,10.0.0.1,5001,3,56.0-57.0,5767168,46137344
20200830185938,10.0.0.2,43258,10.0.0.1,5001,3,57.0-58.0,5898240,47185920
20200830185939,10.0.0.2,43258,10.0.0.1,5001,3,58.0-59.0,5898240,47185920
20200830185940,10.0.0.2,43258,10.0.0.1,5001,3,59.0-60.0,5898240,47185920
20200830185940,10.0.0.2,43258,10.0.0.1,5001,3,0.0-60.0,346947584,46236359
